,apname,power,channel,channelusage,interferenceratio
0,N6_AP_126,32.0,161.0,4.103703703703704,4.0814814814814815
1,N6_AP_145,32.0,161.0,4.377777777777778,4.35
2,N6_AP_153,31.43888888888889,161.0,5.027777777777778,4.996296296296296
3,N6_AP_164,31.43888888888889,161.0,4.148148148148148,4.142592592592592
4,N6_AP_175,32.0,161.0,3.9611111111111112,3.8555555555555556
5,N6_AP_191,32.0,161.0,7.3351851851851855,7.2518518518518515
6,N6_AP_95,32.0,161.0,2.362962962962963,2.2685185185185186
