obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.03697744011878967,1.8239167928695679,0.1639088940674591,-36.362789154052734,26.242177963256836,0.1944114863872528,0.6649730205535889,-36.05938720703125,26.820539474487305,0.10762061178684235,0.5512335300445557,-19.599285125732422,0.07207982242107391,0.613885760307312,200.0,10.0,-1335.5950927734375,-1335.5950927734375,306.7394104003906,306.7394104003906,3.052635431289673,10.0,1,2000,655.171586983462,36.382442474365234,18.84455108642578,0.7819831371307373
-0.12503090500831604,1.3993186950683594,0.13978498992545177,-65.25485229492188,53.04099655151367,-0.0005089789628982544,0.8354056477546692,-63.84452819824219,53.576263427734375,-0.10723334550857544,0.7394479513168335,-49.10599136352539,0.16842639446258545,0.6637951731681824,200.0,10.0,-1440.1097412109375,-1440.1097412109375,252.25804138183594,252.25804138183594,6.1176817417144775,20.0,2,4000,653.8424470049339,82.65190124511719,51.8220100402832,0.142277330160141
-0.11681926250457764,1.2507158517837524,0.13433062777208762,-107.13374328613281,55.623233795166016,-0.06507603079080582,0.9038705825805664,-105.47607421875,56.15760040283203,-0.2048627734184265,0.8565080761909485,-62.201416015625,0.1257620006799698,0.7140025496482849,200.0,10.0,-1305.7965087890625,-1305.7965087890625,481.28692626953125,481.28692626953125,9.088781356811523,30.0,3,6000,660.154509658585,119.4450454711914,28.319053649902344,0.32770487666130066
-0.09113486856222153,1.2143179178237915,0.11921161154572088,-151.32676696777344,44.348228454589844,-0.12973372638225555,0.9357240796089172,-151.37461853027344,44.09846496582031,-0.04136926680803299,0.9325681924819946,-73.2155532836914,0.06694050878286362,0.7442417740821838,200.0,10.0,-1191.177001953125,-1191.177001953125,551.2062377929688,551.2062377929688,12.079111099243164,40.0,4,8000,662.300390672063,148.63302612304688,115.17111206054688,0.3496403992176056
-0.09212417155504227,1.2472182512283325,0.11921161154572088,-179.85369873046875,49.302242279052734,-0.11657004058361053,0.9357249736785889,-179.4932098388672,48.40455627441406,-0.03352424502372742,0.9180789589881897,-90.96980285644531,0.04242239519953728,0.7852569222450256,200.0,10.0,-1142.120361328125,-1142.120361328125,529.927978515625,529.927978515625,15.067909479141235,50.0,5,10000,663.6620702986816,174.1594696044922,110.49759674072266,0.5541332960128784
-0.06150206923484802,1.3682142496109009,0.12160776493778987,-204.23760986328125,57.3400764465332,-0.10259349644184113,0.90646892786026,-203.6116180419922,56.51331329345703,-0.07402100414037704,0.9093814492225647,-107.77033996582031,0.042316097766160965,0.8149904608726501,200.0,10.0,-1152.9862060546875,-1152.9862060546875,489.45843505859375,489.45843505859375,18.119712352752686,60.0,6,12000,662.2621687577176,199.02734375,135.2241668701172,0.1660732626914978
-0.07120256870985031,1.4206953048706055,0.10792071678026853,-215.32977294921875,72.85223388671875,-0.06916938722133636,0.7668780088424683,-213.9126739501953,73.42595672607422,0.139277383685112,0.5991274118423462,-121.89761352539062,0.0016540309879928827,0.824164092540741,200.0,10.0,-1172.04345703125,-1172.04345703125,485.31524658203125,485.31524658203125,21.12419080734253,70.0,7,14000,662.7472800110174,210.84027099609375,126.6489028930664,0.20587751269340515
-0.13270026445388794,1.5484787225723267,0.09022358778821578,-214.2078399658203,85.64889526367188,0.5343927145004272,0.6490143537521362,-211.69204711914062,86.5908203125,0.5646721124649048,0.6976726651191711,-122.80056762695312,0.00784452073276043,0.8110771179199219,200.0,10.0,-1138.7525634765625,-1138.7525634765625,506.14703369140625,506.14703369140625,24.1438307762146,80.0,8,16000,662.695168314486,203.41769409179688,231.2490692138672,0.4303048849105835
-0.04324344918131828,1.5456422567367554,0.07694459401832851,-208.35687255859375,93.25869750976562,0.05459507554769516,0.8384848237037659,-205.46339416503906,94.71686553955078,0.012230418622493744,0.8476171493530273,-113.7099380493164,0.027932411059737206,0.784451425075531,200.0,10.0,-1054.8306884765625,-1054.8306884765625,552.2564086914062,552.2564086914062,27.243312120437622,90.0,9,18000,660.7126152805996,173.91673278808594,195.6580047607422,0.4578084349632263
0.02212815172970295,1.535319209098816,0.07105704163663924,-196.35752868652344,101.3928451538086,-0.05627540498971939,0.9094974398612976,-192.53982543945312,102.19730377197266,-0.07415376603603363,0.9378387928009033,-104.85855102539062,0.033353883773088455,0.7630199193954468,200.0,10.0,-985.1981201171875,-985.1981201171875,575.9225463867188,575.9225463867188,30.276594161987305,100.0,10,20000,660.5762818960095,146.12213134765625,253.2028350830078,0.23536965250968933
