,N7_AP_197,N7_AP_212,N7_AP_214,N7_AP_221,N7_AP_228,N7_AP_231,N7_AP_232,N7_AP_257,N7-AP-260,N7_AP_298,N7_AP_299,N7_AP_300,N7_AP_301,N7_AP_302,N7_AP_303,N7_AP_304,N7_AP_305,N7_AP_306,N7_AP_307,N7_AP_308,N7_AP_309,N7_AP_310,N7_AP_311,N7_AP_313,N7_AP_315,N7_AP_316,N7_AP_317,N7_AP_318,N7_AP_319,N7_AP_320,N7_AP_322,N7_AP_323,N7_AP_324,N7_AP_325,N7_AP_326,N7_AP_329,N7_AP_330,N7_AP_334,N7_AP_335,N7_AP_336,N7_AP_337,N7_AP_338,N7_AP_339,N7_AP_340,N7_AP_341,N7_AP_342,N7_AP_343,N7_AP_344,N7_AP_345,N7_AP_346,N7_AP_348,N7_AP_349,N7_AP_350,N7_AP_351,N7_AP_352,N7_AP_353,N7_AP_354,N7_AP_355,N7_AP_356,N7_AP_358,N7_AP_359,N7_AP_3,N7_AP_9,N7_AP_20,N7_AP_57,N7_AP_64,N7_AP_79,N7_AP_84,N7_AP_26,N7_AP_27,N7_AP_20-2F
N7_AP_299,0.8829257603046011,0.8749503886966965,0.8856699913269731,0.8665969277898278,0.8455121309329777,0.7823731832175843,0.8562564288326094,0.7677896105561001,0.0,0.9635219584909986,0.6369426751592356,0.8716054313099042,0.8854754312811708,0.9289826027630906,0.9659999333091139,0.9283852158781218,0.9036292535675082,0.9460424357986126,0.8382959167575501,0.8759367689041517,0.9414726587353168,0.9008280968038744,0.9679260023513504,0.8660668042600745,0.8393717125190212,0.8367619072021708,0.8633904937277016,0.8742895400025564,0.8450107428769499,0.7876735982235935,0.8675057126190107,0.8427380073196281,0.8209085881603796,0.8612810339565558,0.8427122753188875,0.8497116386804815,0.8208103870276058,0.8662066473988439,0.8958165901262916,0.8249645847651373,0.8405752497887493,0.8560494181225624,0.8465003860190903,0.8615218005461908,0.8633632012666883,0.9334975990614556,0.8178911899451079,0.8602775742193004,0.7976003147128246,0.8421659856936349,0.8564057971014494,0.0,0.6554500822094039,0.8525068098377483,0.6474175360025782,0.7342527789213668,0.7410875007237409,0.7704239966004991,0.6611990596838325,0.6949974275943468,0.7538887705092691,0.85826422883709,0.8586484527933169,0.8721432733272361,0.8772353241724259,0.9526250359912743,0.9211218229623136,0.8790141533601104,0.8482772414095291,0.8491774197087041,0.7594470481935772
N7_AP_300,0.940348206640662,0.8460610040496458,0.8568638334778838,0.8460324190574199,0.8303810568433174,0.7684184148349681,0.8398311595555868,0.7689372781354065,0.0,0.8897049465070489,0.8745355626326965,0.6389776357827476,0.8425226057501191,0.888355299049588,0.9225864449819744,0.9546558693935799,0.8689431396786155,0.8878297414419917,0.8704918780502108,0.8467372763831534,0.8883024930304914,0.9286610342174754,0.9461675428907644,0.8489384759194987,0.8365747343391233,0.8299114721600012,0.8903978209997313,0.8555011877133785,0.8362233045808806,0.7999638521942041,0.8452328850945606,0.8276263898888286,0.8092517558852661,0.8464105211393439,0.8355425719360706,0.8318088721580832,0.8170090930221091,0.8602797001153402,0.8917598684210526,0.8146810487057552,0.7598417193340921,0.8564629818458155,0.8036538300192969,0.8447178959741404,0.0,0.0,0.8214483826662385,0.8565001514429833,0.8462436500173539,0.8291107718014462,0.8541384863123994,0.7754724088141127,0.6477754193147692,0.8529402144182453,0.6402726514929029,0.7263178564009899,0.7251237029443847,0.7524684256674331,0.7324431235613401,0.0,0.0,0.8398999112791423,0.8456905673725935,0.8530954370391496,0.8630024841915085,0.9359575456328988,0.909692413995268,0.8598745779915614,0.8465063368879461,0.7576355418527819,0.7420005674409743
N7_AP_301,0.8569096950109781,0.9258445274028402,0.8600923057861479,0.8595721048497899,0.8017010306796709,0.7122836413589542,0.8555830948125576,0.7785011746296281,0.0,0.970783015192832,0.8905735385865386,0.8563287702148967,0.6172839506172839,0.948584122905626,0.9106781481208324,0.8922701544224889,0.9204324324324326,0.8934669868782847,0.8005329654826474,0.9426350185000736,0.8814057507987221,0.8711344964460446,0.9094835449172579,0.8596435415918144,0.7846158381118059,0.8012245405699713,0.8462999194383702,0.8657871853007197,0.7993488228154313,0.7990343371880234,0.8544640652200597,0.8395160817647429,0.7558562484417634,0.7887073202682959,0.7771788444649708,0.8442396652846763,0.8262697479169161,0.8490064825253665,0.8413152053274139,0.8171276329335818,0.8169468074592713,0.8709904963259258,0.8085001897363779,0.8132955571979961,0.0,0.0,0.841780341579169,0.8625266204068589,0.8126346120263113,0.7704600846993748,0.8636420919974795,0.7831313955678324,0.7020054958125714,0.8130669930125144,0.0,0.6738319891749364,0.7306793292202637,0.7630756744529755,0.7145850403839401,0.0,0.0,0.8440341434609214,0.8614416605207732,0.8601629915184157,0.8472618756287896,0.9016810224844328,0.8384502389514055,0.8681909472229388,0.8538142296168089,0.7989443892470623,0.7518316548095231
N7_AP_302,0.8686562642023935,0.8842110310331355,0.8779777392309915,0.8790862062276739,0.8601541973828534,0.7962500950154787,0.8752526098225573,0.8105402278852699,0.0,0.9663720785471812,0.9094411918191112,0.8664696849505484,0.8971444622572998,0.6410256410256411,0.930040959793924,0.9235488027894406,0.8909274193548388,0.9514970225347832,0.8099051896207584,0.9005054137762271,0.9168782938750991,0.8963600148838837,0.9185356200527705,0.8812324751717862,0.7671292713504086,0.8625463423902116,0.8538624152740003,0.8931494495992729,0.8561415969508053,0.8177608683722938,0.8839190823241158,0.8678451236049661,0.7584072538526764,0.806004183198206,0.8603719563057693,0.8666849952385557,0.8487816688618579,0.8750731850117095,0.8558611425339366,0.8428794906276588,0.8251456600499527,0.8626040956556501,0.8223213799546625,0.8206561237245269,0.8230083633956904,0.8891073054151569,0.8543974701020541,0.8931700923058192,0.8259464870768112,0.7616488678778741,0.9031159420289856,0.809937849205851,0.7254184729829196,0.8252023212664324,0.0,0.7493867826341344,0.7492003294075763,0.7796288609332499,0.7289125599906358,0.7597478246049406,0.8301015697137579,0.8695706283129486,0.8762378161813072,0.8731252917416733,0.8765804714903336,0.9189461325496696,0.8548323707892861,0.8876672619371152,0.8804120876927303,0.7933629414179911,0.7440781393813533
N7_AP_303,0.8809403818337708,0.8875256533896221,0.8407046537323719,0.8817134060460446,0.791653699971941,0.7050830340690274,0.809995887825343,0.7115538991700776,0.0,0.9274404949145434,0.9183749933094256,0.8964357450020894,0.8791093012733501,0.9415893604794352,0.6339144215530903,0.9628496287008774,0.8467369873817034,0.9588101454430744,0.8762496194052574,0.8687004476254345,0.960569246318417,0.9150092242226742,0.9189632775835234,0.8047715039999229,0.9128703501108512,0.7923232888930374,0.8946177158859859,0.8688119791330191,0.9014556619506754,0.7333954935169216,0.8387883578716236,0.7850240413927251,0.8315273002306033,0.8845532399456287,0.8323377337253178,0.7926254340248665,0.7604717269841064,0.8860685483870968,0.8700291622481442,0.8207104512325395,0.8120766063514852,0.8525356155103275,0.8257376072157094,0.8210447621717597,0.8247974109322719,0.9009157508768252,0.8470368151828063,0.8169806248819244,0.7949353840553331,0.8025648518172503,0.7926867335562988,0.7481872685039865,0.6797439765358471,0.77666100825076,0.0,0.6702241429185039,0.7196348840627741,0.7358736042865197,0.6616243875520477,0.0,0.0,0.8917675789869423,0.7737418153703189,0.854867944019807,0.8860244931563239,0.9312461336259644,0.8937508467031797,0.8597867496393072,0.8637556402616979,0.8237618983441829,0.6782685710555678
N7_AP_304,0.91451520367183,0.8306052713326484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9158600148920328,0.8573301932237865,0.9093021413672008,0.8563051146384479,0.8992595048629531,0.9171644520297452,0.6560759232514958,0.8321769067796609,0.8896439945404914,0.8770132149494114,0.7860448388783533,0.8983759318423855,0.9615984353939266,0.8979243739524324,0.7797708099570777,0.0,0.0,0.0,0.9047580593061568,0.8806368244922302,0.0,0.8998121297134347,0.0,0.8606523948652103,0.8999482490943591,0.0,0.8307807077883491,0.0,0.8874034749034749,0.9006416349809886,0.8504723117823406,0.8049946490931621,0.8293923938119878,0.8412380728133023,0.8084825183227202,0.803006957090162,0.9366427640917536,0.8408067213291618,0.0,0.81370246932283,0.877416380974331,0.8863768115942029,0.0,0.6851174467060908,0.0,0.0,0.7137957029777611,0.7061896450397855,0.7506376601220942,0.7195101252487418,0.0,0.0,0.8114523802827869,0.0,0.8661495943656948,0.8653156384505021,0.8943059079733976,0.9124219057803792,0.8914219706415982,0.9021830160236726,0.7863861316316519,0.7021417525503602
N7_AP_305,0.8489412761151892,0.8873499689156674,0.8585614339404453,0.863749784817651,0.8402462544459222,0.7828874369934351,0.8693490347780622,0.7906154435223084,0.0,0.9852575748084113,0.9014755375073012,0.8807040810175417,0.9366697921550244,0.9414516217400832,0.8889222027098413,0.8979131787606824,0.625,0.8962595094303284,0.8126517913892884,0.9053050876853036,0.8784810039704464,0.876591473027139,0.9150754160795008,0.8692224638000541,0.8409038201715952,0.8464510017871243,0.8257590622399905,0.8697029095711624,0.8458953894834499,0.8049183217283354,0.8575883252308926,0.8482475910176609,0.8219754846663044,0.8619149751787322,0.8429286738365632,0.8537467840292368,0.8333656576830137,0.8541177293064877,0.8689387810140238,0.8260135135135134,0.8461674632678349,0.8597033013933562,0.8125681684705094,0.7851717444510086,0.8597842835130971,0.9058112814880118,0.8286528158258383,0.8927715335854686,0.7611118876231742,0.8504508657198006,0.8821256038647344,0.7927051290099818,0.0,0.7357876224284973,0.0,0.7433094609875612,0.7318367365871601,0.7613303674302212,0.6518750066508465,0.6784359955789482,0.8651182612401448,0.8531468860010086,0.8661683973286569,0.8479724756026359,0.8413087907064296,0.9224908129188228,0.8070360429447853,0.8712066567265483,0.8534371684353041,0.0,0.7310617821263484
N7_AP_306,0.8654767411127263,0.8335270996767347,0.7887617615881276,0.8561457239521243,0.8249409183870982,0.7315851354461845,0.7839403550790401,0.0,0.0,0.9817430103565434,0.9118115399025852,0.8701192595663733,0.8538902708678829,0.9581178625296272,0.9560673233164156,0.9227626008449732,0.8420193829113923,0.6369426751592356,0.8897322178073759,0.8884931021169425,0.9786851497854478,0.946619764006762,0.9163657914812174,0.7782246105859025,0.7825208521710247,0.810038932384571,0.8160125829592972,0.8650221497326329,0.7860598200381508,0.7744240853944432,0.8865641565127157,0.8656177792384909,0.8186461715292537,0.9120201232985862,0.8280480953157607,0.8576632749565695,0.7890571269267375,0.8806582840236686,0.8739388173302107,0.8546124797698256,0.7709713916276063,0.7791410796587931,0.7794107976589728,0.7729200809794659,0.8107147090197938,0.8797550655344819,0.8231217640903076,0.9756717474184048,0.8109756097560976,0.7661836305493935,0.0,0.7122857680959257,0.0,0.0,0.6447201868194652,0.7815680361854505,0.7193118097874874,0.6910005218934817,0.0,0.7043387908684644,0.0,0.849881100176032,0.7762638751607801,0.7925428689282497,0.9323904992976629,0.9780105804409692,0.8300238842317239,0.8499165107198855,0.7857266193493756,0.7295749662286048,0.6796270485168621
N7_AP_307,0.8966748648686202,0.8784169596652068,0.0,0.8674897161068037,0.8731474632043467,0.8061144125438534,0.8326897381307945,0.7172922370666105,0.0,0.9205205467487664,0.8860082592566669,0.9129243923224488,0.8613816063254265,0.8750133547008547,0.9321947896683072,0.9766100165050546,0.8428561529933483,0.919785878845372,0.5988023952095808,0.8817148599607477,0.9400101177117672,0.9834095486961728,0.92587537988866,0.8899897838862637,0.81340410612267,0.8782763410880583,0.8561111750489123,0.8950957305502174,0.8777542162287533,0.8384806302628139,0.8787898183549041,0.8593401785773471,0.7723267301630916,0.7991307347878588,0.8596269696817217,0.8601564902021069,0.8361855012494354,0.8849682671081677,0.8721987612612612,0.8467699878314591,0.8226301368751737,0.8354892766203059,0.8258988915923222,0.8171538845352352,0.8255387486707609,0.9173145760066356,0.8586794298237671,0.8800176545342476,0.822703298543283,0.7715233419678027,0.9055072463768116,0.7122857680959257,0.0,0.0,0.0,0.7378439502450057,0.7499878048265781,0.7833835755277474,0.701152990752663,0.0,0.0,0.8749788453059191,0.8795246524578251,0.8814054986909173,0.9237280356674537,0.9345342966724379,0.8981318919771959,0.8973015936803405,0.8386426537562712,0.7878811623001531,0.7678371970644737
N7_AP_308,0.8317779885567421,1.0,0.8501996399825205,0.8644598276848837,0.8379902007170289,0.0,0.8348590569401665,0.0,0.0,0.9652735760971056,0.8504386492008172,0.8003485332558815,0.8580311822513014,0.9374746244417378,0.8661057743711347,0.8160608504536333,0.8478242793791575,0.8803178704482635,0.7506459162892489,0.6295226230551064,0.8381626351924268,0.7964085641930779,0.8987386575712722,0.0,0.8120352087985091,0.8748048930995681,0.8798480837840947,0.8263085268751212,0.8525313939233292,0.7580935423072791,0.7893133524763025,0.7778458586302227,0.7572524604997786,0.816024076769658,0.8384872153613959,0.7914979399126452,0.7631465607757542,0.7789772727272728,0.780472972972973,0.7657689581856839,0.8983890954151177,0.9427262624346082,0.8941605839416058,0.8719512195121951,0.8320493066255779,0.0,0.7982891471855819,0.8258136685665585,0.8414634146341463,0.945867304312754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9554177323733348,0.9730710199525604,0.9411904549641912,0.8021619616911733,0.8868112199320214,0.8006837446728797,0.827574390630312,0.7987158729272513,0.0,0.0
N7_AP_309,0.8636912348851168,0.8350213194567002,0.8123018213356461,0.8669538430897576,0.8114034640206107,0.7345886733013532,0.9489520789264148,0.0,0.0,0.9729668238603456,0.9114442055630344,0.8869098331558395,0.8472504172869579,0.941338073691015,0.9597102488415648,0.9641042656893292,0.8289022842639593,0.9846785848097199,0.8882717757761788,0.8247078272016475,0.6389776357827476,0.9526543776314368,0.9378956679524889,0.7816533093182609,0.8401441198723035,0.7821172318068758,0.8861779261134767,0.8295689611227308,0.8618998707796296,0.7270782567720655,0.8150453816996679,0.8152277954911541,0.7752066538961292,0.8299150736120199,0.8342208285803848,0.7750519302646228,0.7591894393062978,0.8518679511278195,0.8458376826722338,0.8022605887467396,0.7758202683045095,0.7855367265229963,0.7750294391583887,0.7476656202205587,0.7763510814358272,0.9036264827213,0.8162417831178443,0.0,0.8034922394678491,0.7651948363948516,0.0,0.0,0.0,0.0,0.0,0.0,0.6615443132353538,0.6848995882071927,0.0,0.0,0.8960153419987213,0.8103557845597775,0.7809348536026443,0.8051987682386853,0.9283456941152484,1.0,0.8326459623682743,0.8119211216927583,0.7858714527242248,0.7295749662286048,0.6732141681077114
N7_AP_310,0.9227467218771568,0.8564445391223325,0.8869962416883493,0.8935633641821312,0.8580010276181487,0.8336614877926541,0.7989570239889808,0.7314603456784041,0.0,0.8841230936819171,0.914034160692354,0.9278109919618159,0.8768167789001123,0.9197746697746698,0.9330441414299854,1.0,0.8904979674796747,0.9111427339960456,0.9213105517629948,0.8787770877198239,0.9293225058322102,0.6369426751592356,0.9833302759360236,0.9048024246882704,0.8982358694248123,0.898237167021878,0.8102198181608928,0.90090550287937,0.9014556619506754,0.8177408266874087,0.8490797150573889,0.8166649041422375,0.8784649886004318,0.9145664887845214,0.902625229969264,0.9060061812444616,0.8106045001792629,0.9023995535714284,0.9163618995633188,0.8195030120481928,0.8794244541587227,0.8611931802781015,0.8639878586398786,0.8798130868717888,0.8541727684464762,0.989102804974714,0.9138478035234356,0.8927715335854686,0.8808397723210604,0.8919966894465339,0.872988047808765,0.0,0.6824307116209688,0.8858789625360232,0.0,0.7560623193868578,0.7711641641393641,0.7911524864251295,0.0,0.0,0.0,0.8911294515349975,0.807700285534892,0.880133908435055,0.9141579810592032,0.9683021292299129,0.9168691950972794,0.9208140973072502,0.8895650717436212,0.0,0.7773450951960771
N7_AP_311,0.8451861642025105,0.8219364989320331,0.8148482220294883,0.8584746857605009,0.8388452414356045,0.772043029999284,0.0,0.0,0.0,0.8994447336456707,0.8723806266831959,0.8750057114337632,0.834370097537685,0.8775718427200315,0.8782120684334678,0.9043061990090486,0.8282583841463413,0.8730572572964722,0.8294355913580006,0.8230242023589739,0.8983488487385701,0.8863805645470049,0.6821545788017247,0.9393044143443108,0.8609655354825217,0.8529347707720789,0.0,0.8668120248939425,0.8501025295531773,0.7466329287145905,0.85497883304065,0.8618166632418349,0.8302406494636126,0.8762414056531703,0.8259724808037633,0.8719045980279204,0.8463548086427144,0.8554982817869415,0.7805150884495318,0.8307475426000678,0.8718357231368384,0.0,0.8040165928762315,0.8200236034618411,0.8608115048793015,0.8632727726922357,0.8612399485065021,0.8948971800940054,0.8292842967799756,0.8628964881449683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8540088432334221,0.9280583404197148,0.9631757918465594,0.8701317334028954,0.8798574098180573,0.8484417722035559,0.8198588443159291,0.8605437998995031,0.0,0.0
N7_AP_313,0.8332191861700871,0.0,0.0,0.0,0.0,0.7546292313897146,0.0,0.0,0.0,0.8341503267973857,0.8106320431161196,0.8945686900958466,0.7685185185185185,0.8625356125356125,0.8305211149436001,0.7963241365319487,0.88125,0.8147075854082223,0.8130881094952951,0.0,0.8902284646452469,0.8525710734814356,0.9847369490302076,0.6337294417113992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7580478441824837,0.0,0.8644578313253012,0.7848958333333333,0.8232470110326363,0.7496902106567533,0.0,0.8076269424983799,0.7475609756097561,0.7981510015408321,0.8683717753493597,0.8420896158651229,0.0,0.8400192554557125,0.8649707585491629,0.0,0.0,0.0,0.0,0.0,0.0,0.7485761806153688,0.0,0.0,0.0,0.0,0.7584211771315366,1.0,1.0,0.8459277003484321,0.8351427046288016,0.8235016517225106,0.8549291414981889,0.0,0.0,0.0
N7_AP_315,0.8524844720496895,0.8368977355094108,0.8938881781617861,0.9002449024762561,0.8686678502043174,0.8557859042791855,0.8803638329697099,0.8090406933500554,0.8550247179229331,0.937908496732026,0.8471337579617835,0.8338658146964856,0.8604938271604938,0.7854449472096531,0.8897175351915726,0.0,0.83125,0.8872935334125014,0.7703227690959543,0.8876268985076999,0.889776357827476,0.89171974522293,0.0,0.0,0.6246424683065454,0.9075303481583123,0.8405736202148131,0.9074180563542266,0.914812118101582,0.876984651263255,0.8938417745377363,0.9148724054230868,0.9070809928449824,0.8746273408924833,0.8963835935020424,0.9046252027068474,0.875401417877443,0.0,0.0,0.8433734939759037,0.0,0.882213428021576,0.8454987834549879,0.0,0.0,0.0,0.0,0.899148473111079,0.0,0.7721975330998406,0.0,0.8073274655066792,0.7405039037968071,0.7941234589468509,0.7574829545052341,0.7636846909529921,0.7894224350103777,0.7925203515553888,0.7503145834551335,0.8046435932380873,0.8214125056230319,0.8859139451105625,0.0,0.7631273959169118,0.8384146341463414,0.8866127321506562,0.8067484662576687,0.0,0.9210245837946692,0.7713905781168237,0.7830438394518496
N7_AP_316,0.7558148313372911,0.0,0.8878063000003599,0.8932950396285908,0.8442049635869705,0.8788151312021192,0.8644631190724432,0.8310042949034361,0.852313000908614,0.8986928104575164,0.8375796178343949,0.8626198083067093,0.8168006507799789,0.8598227752639517,0.8977812995245642,0.0,0.81875,0.8779994391699715,0.811377245508982,0.8582491760984619,0.873269435569755,0.8662420382165605,0.0,0.0,0.9174823463501812,0.6248606379282629,0.8467693062970948,0.8937076581864001,0.9505133006554896,0.944747965748562,0.8921174119274188,0.9045356799390308,0.954104360906298,0.8909801323652082,0.9203805096229056,0.8849246843411402,0.8864840900170566,0.0,0.8412499999999999,0.8162650602409639,0.8333333333333333,0.8599192258694062,0.8941605839416058,0.8170731707317073,0.815613764766307,0.0,0.0,0.8757663615171741,0.8048780487804879,0.0,0.88,0.8054233045300556,0.7725846066014881,0.8058881947007263,0.7873081663749055,0.7712342393841284,0.8073697929512457,0.7888011024206287,0.7807621029914268,0.8457586025409133,0.8466274425142335,0.9211845237215216,0.0,0.0,0.839430894308943,0.9164985545827008,0.8036809815950919,0.8734131707823698,0.9047052036643269,0.7787099131962512,0.7840423836383109
N7_AP_317,0.8509316770186336,0.7613881653882609,0.9270288237099708,0.9508437611378848,0.8947810290690472,0.8162848755740573,0.8862240144523494,0.7830603869319336,0.8591221160266238,0.8993464052287581,0.8641188959660299,0.9137380191693292,0.8247287691732137,0.8638668666523819,0.8649410107413278,0.0,0.8231578947368421,0.8664644861822739,0.8143712574850299,0.8687412198160469,0.8454472843450479,0.8694267515923567,0.0,0.0,0.8515826133319541,0.857854169647065,0.6329842329381976,0.9208711398635068,0.852678350423036,0.8479069247685614,0.923785136466712,0.8881473438212841,0.8614518087544021,0.9436892488084296,0.8560210325724119,0.8669554605987716,0.8389817667800081,0.859375,0.0,0.8192771084337349,0.0,0.8853983140433145,0.0,0.0,0.0,0.0,0.0,0.8800176545342476,0.0,0.8400795136988275,0.8736231884057971,0.7862595573088137,0.7655002665150423,0.7385150780928494,0.7688858137140749,0.7488312809199952,0.7660051006759712,0.7812723499749538,0.7567085076963597,0.8105624620265244,0.7701961115358404,0.8496059965404574,0.0,0.0,0.8475609756097561,0.8005287529287431,0.7865381244522349,0.0,0.883928484389494,0.7283839044512097,0.7640618375486661
N7_AP_318,0.906832298136646,0.0,0.9106335780259476,0.9263788661980624,0.8220954715182937,0.7720540079459959,0.9075488917295772,0.8272871140096251,0.8680680751207985,0.8149185600165992,0.7830483852944463,0.0,0.7864197530864198,0.9086670904852722,0.7704729335223955,0.0,0.7828125,0.8376698728693366,0.0,0.7680176001272299,0.7702443657715223,0.0,0.0,0.0,0.8966217795204829,0.8183184399859008,0.8385393040341109,0.6371535628916597,0.8231330575562754,0.873513183217525,0.947168937967948,0.921410148444024,0.8820868269607592,0.9269634929137576,0.8315007566326792,0.9192707973637808,0.8891514824418747,0.8066840277777778,0.0,0.0,0.0,0.0,0.0,0.0,0.7334360554699538,0.0,0.0,0.8226906033117083,0.0,0.0,0.0,0.7396576703653714,0.7569814479966686,0.7787789664837552,0.7617874926700952,0.7177630461238683,0.7732321321330062,0.7990436060828008,0.7027699027512316,0.7643090734832539,0.7855610871123335,0.0,0.0,0.7682149118896913,0.7487267090569739,0.8238498696092856,0.8098159509202454,0.0,0.9206836505423966,0.7403471406546802,0.78541587529411
N7_AP_319,0.7870330979324427,0.8557751280396984,0.8728979141058361,0.8880226836652385,0.8220794574333639,0.8904169202405671,0.8559204733186662,0.8006258735400616,0.8592783244879084,0.9019607843137256,0.0,0.8674121405750799,0.7728029939983113,0.8602251407129455,0.8658214474379293,0.0,0.803125,0.8671994807091565,0.8203592814371258,0.8687412198160469,0.8722044728434505,0.8789808917197452,0.0,0.0,0.9041310212458822,0.9389865422692726,0.8605013422175413,0.8829709160923395,0.6245651237533548,0.8822335119296578,0.8788708989288834,0.8928099515512433,0.9263676331566666,0.8839204595555378,0.9486299156503952,0.8855154779502167,0.8749106001271156,0.8462500000000001,0.0,0.8253012048192772,0.0,0.8662889979128833,0.0,0.8150406504065042,0.0,0.0,0.0,0.873640715008637,0.0,0.8463023249114113,0.8672463768115942,0.788984634495841,0.7573066882781243,0.8184312770208253,0.7706792262407192,0.7527432894358352,0.7897605790942366,0.7759917937268893,0.7701139868552349,0.8178975884894347,0.833422948551057,0.8464938866630198,0.0,0.0,0.8445121951219512,0.9164985545827008,0.8282208588957055,0.8638502528540957,0.9033503148337212,0.7942727699042347,0.7759795769506134
N7_AP_320,0.0,0.0,0.8877702908831075,0.9597043660836084,0.9094557790082036,0.9053246556059176,0.9335871663089228,0.8906675136076967,0.0,0.9956427015250544,0.9426751592356688,0.0,0.925925925925926,0.9764957264957266,0.8724856759722053,0.0,0.88125,0.8244208021278084,0.0,0.8482476694897507,0.8562300319488818,0.0,0.0,0.0,0.9453271586435764,0.9808282609525506,0.914800266468792,0.9674464874442272,0.9284582568055614,0.5925658164401512,0.9523300310700129,0.9494556205418144,0.9794080291886604,0.963360975232477,0.930453960478307,0.9452073973831012,0.9396467013448144,0.0,0.0,0.0,0.9169764560099132,0.8280703656520207,0.8211678832116788,0.9085365853658536,0.0,0.0,0.0,0.9756717474184048,0.8963414634146342,0.9583129267379216,0.9947826086956522,0.8805950737950459,0.8247907107555984,0.8770863341198875,0.8541642471904373,0.8160340221898098,0.8892008869090169,0.8369865369926012,0.8457518636671498,0.9129073731681572,0.0,0.9585298422507724,0.0,0.0,0.0,0.9961940810681529,0.8773006134969326,0.8425531264534465,0.9403760055080976,0.864438169920509,0.847494160538705
