,36,40,44,48,52,56,60,64,149,153,157,161,165
"('5',)",2.705350789561316,1.8902597402597403,1.883463817181549,0.9191176470588235,0.9477611940298507,0.9111111111111111,0.7857142857142857,0.0,0.8625954198473282,0.0,0.0,0.0,0.0
"('7',)",3.6700779727095516,2.7191438191438193,1.7678798137960219,0.8970588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('8',)",3.6194374825953775,1.8251082251082251,2.622117937077734,0.9044117647058824,0.0,0.0,0.8646616541353384,0.0,0.0,0.0,0.0,0.0,0.0
"('29',)",4.596203601466759,2.852765752765753,1.8764282691493863,0.9411764705882353,0.0,0.0,2.678292954608744,0.0,0.9083969465648855,0.0,0.0,0.0,0.0
"('51',)",4.313389437073648,0.8571428571428571,0.8421052631578947,0.0,0.835820895522388,0.0,0.7785714285714286,0.0,0.0,0.0,0.0,0.0,0.0
"('52',)",0.9022556390977443,0.0,0.8721804511278195,0.0,0.7388059701492538,2.5302034428794995,1.488430583501006,0.0,0.8582089552238806,0.0,0.0,0.0,0.0
"('53',)",0.924812030075188,0.8939393939393939,0.8872180451127819,0.0,0.0,1.7431924882629108,1.616599597585513,0.0,1.7272416543238007,0.8296296296296296,0.7372262773722628,0.0,0.0
"('54',)",2.5450207687049793,0.8428571428571429,0.8421052631578947,0.0,0.835820895522388,0.837037037037037,1.5711640211640212,0.0,0.0,0.0,0.0,0.0,0.0
"('55',)",0.0,0.8592592592592593,1.616593932383406,0.816,0.7164179104477612,1.7185185185185186,0.0,0.0,0.8880597014925373,0.8,0.7518796992481203,0.0,0.7744360902255639
"('56',)",2.724074074074074,0.8296296296296296,0.8633093525179856,0.8455882352941176,0.0,0.8740740740740741,0.8120300751879699,0.0,0.0,0.8,0.0,0.0,0.0
"('57',)",1.4704998704998706,0.7575757575757576,1.5396708554603291,0.0,0.0,1.7280125195618155,0.8309859154929577,0.0,0.917910447761194,0.8518518518518519,1.6527632950990614,0.0,0.0
"('58',)",1.8342105263157895,0.0,2.5742011874799147,0.0,0.0,0.0,2.558916461733363,0.0,0.8625954198473282,0.0,0.0,0.0,0.0
"('59',)",3.6341269841269845,0.8928571428571429,1.7530152348709267,0.8676470588235294,0.0,0.0,2.7149122807017543,0.0,0.0,0.0,0.0,0.0,0.0
"('69',)",0.9398496240601504,0.0,0.9398496240601504,0.0,0.0,0.9185185185185185,3.4179160734386826,0.0,1.734191637233679,0.8592592592592593,0.9172932330827067,0.0,0.0
"('70',)",1.7375782112624218,1.6255892255892257,0.8721804511278195,0.0,0.7313432835820896,1.705790297339593,0.823943661971831,0.0,0.8582089552238806,0.0,0.7591240875912408,0.0,0.0
