0.000000000000000000e+00,8.635176858327783256e-01,8.869579866622152586e-01,8.901520293788701688e-01,9.348133965006251156e-01,8.515039851140135951e-01,8.870246042292233568e-01,9.033799189919505812e-01,9.537971572580092872e-01,8.622631766038502121e-01,8.954493964669437700e-01,8.601333232858202615e-01,8.970994796612767885e-01,9.313657990620696214e-01,8.630897236299598374e-01,8.792321148351061044e-01,9.419446857428417363e-01,8.787942896030960238e-01,8.518642418003187222e-01,8.673776032431994576e-01,8.647262285293861872e-01,8.550146521912163067e-01,8.446180531662095259e-01,9.531361026411527826e-01,8.934311830509256147e-01,8.505726760820253585e-01,8.580186997106096225e-01,8.665494147679893011e-01,8.804161082947117301e-01,4.279245685062859073e-01,8.804720185212054906e-01,8.601116231731520401e-01,8.415661041732765968e-01,8.576920957357059283e-01,9.225265046841777394e-01,9.064434714820605032e-01,8.648895236706668488e-01
8.635176858327783256e-01,0.000000000000000000e+00,9.131980950272284847e-01,8.508623645030344296e-01,8.232564388684145973e-01,9.068462659676492787e-01,8.952754961016919921e-01,8.841211788637163282e-01,8.248033577624661605e-01,8.651930585769103121e-01,8.448504445530542473e-01,1.000000000000000000e+00,8.344046912248583858e-01,8.365351880651676897e-01,4.245987259466374453e-01,7.955597405752427020e-01,8.234822274798732078e-01,8.244639052221169884e-01,8.405647122014152650e-01,8.741784333640281179e-01,8.057532807244656148e-01,8.439622288856500898e-01,8.277315951638202218e-01,8.605912442422771758e-01,8.233895192969861165e-01,0.000000000000000000e+00,8.649420865997711205e-01,8.491153708270804401e-01,4.591304347826087873e-01,0.000000000000000000e+00,8.917155431132087751e-01,8.737778971060229383e-01,8.479645959832800006e-01,8.400859899036927647e-01,8.597781375826685224e-01,8.269032960280685574e-01,8.928343548308407263e-01
8.869579866622152586e-01,9.131980950272284847e-01,0.000000000000000000e+00,9.235338667444479288e-01,8.594689905562852283e-01,9.446628704625501527e-01,9.519018862681261073e-01,9.120491828349093222e-01,8.884601634846138740e-01,9.756764128044190798e-01,9.507745145733528247e-01,9.291887743449349646e-01,9.313137124348724871e-01,8.733214990702579117e-01,7.994252598979036950e-01,8.633792901238155348e-01,8.648650093592586963e-01,7.964946716337277799e-01,8.407077170456058735e-01,8.940670724970729566e-01,8.428202244061197002e-01,8.437204486011562476e-01,4.401542420510877185e-01,4.718199220567261820e-01,8.511650110598742991e-01,8.348223844483726452e-01,8.347947379863499551e-01,8.683634560123958401e-01,8.367982513121621224e-01,0.000000000000000000e+00,8.453608335906821480e-01,7.781029307945922513e-01,8.356490815899094704e-01,8.927187923653298052e-01,9.098367111428087295e-01,8.771123924914712155e-01,8.543473649933309710e-01
8.901520293788701688e-01,8.508623645030344296e-01,9.235338667444479288e-01,0.000000000000000000e+00,8.730704969713003472e-01,8.880244849338547741e-01,9.192118972911009767e-01,9.421874633092697238e-01,8.928577045509541454e-01,9.025523955374047391e-01,9.289269878505989064e-01,8.631877090524844309e-01,9.264584321491755592e-01,9.074311287481142685e-01,8.383494236880970618e-01,8.670126381977507624e-01,9.121264451308699339e-01,8.391685769860738331e-01,8.588820928964326917e-01,8.625088820008681711e-01,8.682933101031617973e-01,8.820377619910547695e-01,8.920567996779300568e-01,9.116458518192775973e-01,8.150107361922496185e-01,8.179244746330671667e-01,8.194125432055412439e-01,8.546939678590663725e-01,8.676933444105973114e-01,3.769443852546345286e-01,8.478986205549439159e-01,8.369437719808394682e-01,8.434242804812301930e-01,8.860235120645691964e-01,9.423163212715442993e-01,9.291881709533245104e-01,8.556021281254251321e-01
9.348133965006251156e-01,8.232564388684145973e-01,8.594689905562852283e-01,8.730704969713003472e-01,0.000000000000000000e+00,8.494256879825079487e-01,8.774124920000682115e-01,9.095110949920319765e-01,9.319790053803903573e-01,8.748236103480786507e-01,8.789745005041824655e-01,8.235429048195175294e-01,8.876061630931654234e-01,9.282360130896456507e-01,8.717535830076725833e-01,8.630381219136096238e-01,9.225219478726447431e-01,8.344263412746585340e-01,8.098951958111826332e-01,8.590849824792747835e-01,8.518669587563652001e-01,8.392380089053312897e-01,4.005079053002376099e-01,4.454366101794732247e-01,8.220829250343919536e-01,4.282500757214916520e-01,8.490281300226953931e-01,8.642358970828316611e-01,8.605090727621635960e-01,0.000000000000000000e+00,8.385912672655205791e-01,8.484043891176066277e-01,8.218010275109028928e-01,8.777142928910572905e-01,9.315555569602640418e-01,9.286272877032876183e-01,8.516033640164882845e-01
8.515039851140135951e-01,9.068462659676492787e-01,9.446628704625501527e-01,8.880244849338547741e-01,8.494256879825079487e-01,0.000000000000000000e+00,9.228642925814629638e-01,8.948937246970911641e-01,8.742876345304684271e-01,9.285511122937284423e-01,8.736786288730837846e-01,9.003331003756874784e-01,8.643280840428400058e-01,8.739756376730785092e-01,8.140810300551664103e-01,8.266603802857642735e-01,8.463469516038419904e-01,8.304693304172383606e-01,8.274725272012821709e-01,8.580545104114907229e-01,8.161696697361453534e-01,8.285289277528744556e-01,4.120844642909260447e-01,4.410005379997734565e-01,8.354510396753479506e-01,8.082180427137175549e-01,8.173625849023864465e-01,8.117694181644254936e-01,8.719919861696798780e-01,0.000000000000000000e+00,8.463520217598552442e-01,8.331150884238754939e-01,8.198166610320075653e-01,8.350605890399643849e-01,8.888608959680275312e-01,8.567590457356718536e-01,8.265304617911384266e-01
8.870246042292233568e-01,8.952754961016919921e-01,9.519018862681261073e-01,9.192118972911009767e-01,8.774124920000682115e-01,9.228642925814629638e-01,0.000000000000000000e+00,9.358151601366795358e-01,9.114041538261968833e-01,9.161895205474610560e-01,9.548074425322051750e-01,9.189900191089823700e-01,9.291081837830570400e-01,9.080673423292767721e-01,8.718840438536993309e-01,8.841606097711545154e-01,8.746407929489732336e-01,8.607442072560865798e-01,8.443113625420556323e-01,8.763376885156396456e-01,8.461377616042768945e-01,8.428234674805359372e-01,8.387459606345393226e-01,9.025416523622447063e-01,8.587486607760157487e-01,8.312004307682943072e-01,8.425956922112646241e-01,7.818594073187792315e-01,9.088229282794499930e-01,8.573584771645712532e-01,8.767836450436941043e-01,8.448140647858103369e-01,8.429060126489860139e-01,8.998696931095078178e-01,9.205332570120856595e-01,8.854683671310352722e-01,8.562667326539956658e-01
9.033799189919505812e-01,8.841211788637163282e-01,9.120491828349093222e-01,9.421874633092697238e-01,9.095110949920319765e-01,8.948937246970911641e-01,9.358151601366795358e-01,0.000000000000000000e+00,9.400070403653113527e-01,8.678295950457723951e-01,9.574387343797450267e-01,8.674031109982845988e-01,9.601397475799908765e-01,9.240266828263297150e-01,8.176463094717615343e-01,8.740592681654713036e-01,8.927169348248411573e-01,8.523825471772651374e-01,8.378023038973343439e-01,8.611667814032089030e-01,8.500406789657852791e-01,8.430995671073728825e-01,8.387656090648099028e-01,9.074074721590563719e-01,8.583165310367909528e-01,7.924434009805156887e-01,8.256621904061469674e-01,8.469693742754644816e-01,8.522334882784136090e-01,4.405705229793978051e-01,8.887380989369089157e-01,8.213457251669806780e-01,8.480185819764469723e-01,9.032857836318509692e-01,9.334002788803034134e-01,9.131022046493515454e-01,8.436309993277975039e-01
9.537971572580092872e-01,8.248033577624661605e-01,8.884601634846138740e-01,8.928577045509541454e-01,9.319790053803903573e-01,8.742876345304684271e-01,9.114041538261968833e-01,9.400070403653113527e-01,0.000000000000000000e+00,8.650450427701716904e-01,9.062032976927323347e-01,8.010528446659932467e-01,9.312400987658573381e-01,9.807992176969633213e-01,7.880474732445131858e-01,9.151233430442391459e-01,9.411087079607829420e-01,8.811436584538825390e-01,8.453176257638288504e-01,8.707707684504260026e-01,8.845053316475277594e-01,8.503111870422910279e-01,8.433209936674905816e-01,9.598390369454908866e-01,8.715513892146165009e-01,3.929894780276459998e-01,8.519925591920525232e-01,8.995628535800260783e-01,4.431884057971014479e-01,4.526923870435320962e-01,8.341745215835225657e-01,4.395586283560535268e-01,8.391797188984562172e-01,9.068699230363226338e-01,9.175149691507178407e-01,9.507179288547036311e-01,8.787355882438832033e-01
8.622631766038502121e-01,8.651930585769103121e-01,9.756764128044190798e-01,9.025523955374047391e-01,8.748236103480786507e-01,9.285511122937284423e-01,9.161895205474610560e-01,8.678295950457723951e-01,8.650450427701716904e-01,0.000000000000000000e+00,8.691394461708603636e-01,8.765646835322304931e-01,8.536916441172028858e-01,8.835447202534068012e-01,8.752362319000270841e-01,8.321766182764323005e-01,8.754447692948907900e-01,8.367576212104219646e-01,7.986306066339174947e-01,8.767266506966781003e-01,7.969296434457810996e-01,7.755763785546181399e-01,8.050078824972892733e-01,8.887331055327383211e-01,8.042208884323995832e-01,8.526357667927342288e-01,7.578602729400274463e-01,8.564754328599002431e-01,8.616878019323671589e-01,4.325591306200723962e-01,8.364019988785884596e-01,8.387482611643284347e-01,8.247674878013179223e-01,8.290551306473323834e-01,9.102488894315476919e-01,8.127432818890594213e-01,8.842640426489883909e-01
