,N7_AP_197,N7_AP_212,N7_AP_298,N7_AP_299,N7_AP_300,N7_AP_301,N7_AP_302,N7_AP_303,N7_AP_304,N7_AP_305,N7_AP_306,N7_AP_308,N7_AP_309,N7_AP_310,N7_AP_313,N7_AP_334,N7_AP_335,N7_AP_336,N7_AP_337,N7_AP_338,N7_AP_339,N7_AP_340,N7_AP_341,N7_AP_342,N7_AP_343,N7_AP_344,N7_AP_345,N7_AP_346,N7_AP_348,N7_AP_359,N7_AP_3,N7_AP_9,N7_AP_20,N7_AP_57,N7_AP_64,N7_AP_79,N7_AP_84
42,0.862122992557775,0.7755542770477417,0.8899796449460203,0.8900862341872332,0.9000800874934336,0.8238391497359127,0.8699541432538914,0.874343750715861,0.9277725904817532,0.7812911184210527,0.8441934775369662,0.8344744213652123,0.8602031621200951,0.8887190730723682,0.8615540667952557,0.9693206229860364,0.9032103825136611,0.8596438735072741,0.8374572806415204,0.9049593870562618,0.0,0.8740449998687286,0.8638533143316666,0.9539416656035068,0.9186667763940596,0.863421822921517,0.9105800922874094,0.8524941768642311,0.8611385344234737,0.8836565096952907,0.88015001533756,0.8615236473872673,0.8562149491577881,0.8303259510913111,0.9305680819993424,0.8679239917821269,0.8933606766105072
43,0.8518774703557312,0.8121766436893859,0.8928940568475453,0.9025537234359188,0.8337581218365222,0.8437622983077527,0.864990811236545,0.865154372042986,0.8921398557618617,0.7659810126582278,0.8530305915878424,0.8520023746850687,0.8473484613899402,0.8733016060157295,0.8562281045617143,0.8617688413948257,0.8172786458333334,0.8659338017257501,0.918416704710972,0.9054736275303962,0.8774096949279431,0.0,0.9026122951278178,0.9415234029963928,0.930512598936905,0.8698988744605516,0.8832224685883222,0.8732793895557199,0.8658049353701528,0.8960153419987213,0.9444922402504158,0.8532493292670772,0.8441706476233058,0.8231395022016803,0.8225311642830567,0.8739568210555894,0.8882888208930184
44,0.8390364123311871,0.8234138837020627,0.8803084841021754,0.920750398089172,0.8010158106004752,0.8241689285818521,0.8544835578733884,0.852733807197348,0.8836350302448193,0.7502314814814814,0.8447855822008278,0.8450534134228838,0.8419744214727561,0.8583866607925568,0.8459295777366421,0.8537643678160919,0.8211786684782609,0.8286440958341375,0.9128026679454442,0.8910210552293366,0.8477440246171462,0.8993835285269152,0.0,0.8485047347653275,0.9308937396913936,0.8730623243972441,0.8774341905366958,0.926917840491208,0.8605600112565077,0.808164135033941,0.9370189915814848,0.8427490083517709,0.8320659434735903,0.8157698752560045,0.8638964883323595,0.8260122699386502,0.8714381414152548
45,0.9367673842992577,0.8578726160986192,0.9436398441134524,0.8897941045770997,0.8908732203589464,0.8820010759995469,0.9159759993093326,0.9138991934412876,0.9830353097992282,0.8716549295774648,0.8979935964391287,0.8267730449457064,0.9015611463245088,0.9733194827916132,0.911096606665086,0.9201744820065432,0.8813822284908321,0.8755396447974921,0.8635078422915511,0.8309438906139192,0.8776824742515472,0.8509657050885229,0.7955344942872925,0.0,0.8910711710228207,0.839925014942538,0.8824800951111431,0.8885511261923869,0.8978550724637682,0.8012748035502291,0.9012213134926024,0.911180240504776,0.8445455652700189,0.8710413548178804,0.9245866395103582,0.8839522118178883,0.9409306689138912
46,0.8861188343852076,0.8548762045858751,0.8823274101307189,0.8121302824393912,0.8227174674025453,0.8291217377715269,0.8630998514499774,0.8695962468907756,0.9022960571000712,0.779788961038961,0.8647066871380142,0.8542077962961326,0.870774455076563,0.8770716286639855,0.8614818310370534,0.9271358944954128,0.8917413294797688,0.906602354434922,0.8946787041954328,0.8959048232903108,0.8796155492475444,0.8821138211382114,0.8879467744952216,0.9531566011862812,0.0,0.8751525986842454,0.904810298102981,0.8691243157309604,0.8616787606196902,0.8960153419987213,0.8904447933251903,0.8547650443477331,0.8628544569356025,0.8333821138211382,0.9256380632842448,0.8781205616644948,0.9318456351710859
47,0.7987910806501511,0.0,0.8256302521008403,0.775571375046834,0.0,0.7539094650205762,0.7692307692307693,0.767906177079107,0.785978956055292,0.8125,0.9554140127388536,0.0,0.0,0.7660984499834321,0.0,0.78037109375,0.7467524509803922,0.7945968897616899,0.8057198845648745,0.9649568338460702,0.7621895666527326,0.7828170731707318,0.8344399790319763,0.7962218923207381,0.8087809474057351,0.0,0.7691121179986503,0.955335099801638,0.962133879527046,0.7468649620883753,0.8953351840277876,0.0,0.8903152952363971,0.8071646341463414,0.0,0.7852760736196319,0.8983227645611731
48,0.8580321536259675,0.8762256366141764,0.8764061180027565,0.8412247716982579,0.8518126100280369,0.8220905577784617,0.8592448973457181,0.8563889967569609,0.8902826490612751,0.7546086582568807,0.8513490476854649,0.8592983804702203,0.8552653416870669,0.8731878506650324,0.8717895384320044,0.9305759803921568,0.8801900984682713,0.8524365318416522,0.8549561612964645,0.8498438964163478,0.910172946669297,0.8478416458502905,0.8469541339113388,0.9473930763082492,0.9310295195714884,0.8612542946575712,0.0,0.8441934833338134,0.8585612922705314,0.8620285531642872,0.8626131935363636,0.8681153373579079,0.869701720504148,0.8213891834570519,0.8537675766971311,0.7818463885736997,0.9380688934276108
49,0.8634741624799497,0.8830424728056692,0.9029663147310206,0.8672219500244979,0.8993610223642172,0.8530787516294762,0.8020699467596842,0.8913738967336787,0.9217093261857212,0.8625,0.87609474522293,0.8876268985076999,0.8198052926638134,0.8917505526074601,0.0,0.8782550535077288,0.8507874015748031,0.8461910000805002,0.8597610415041227,0.9252816167518244,0.8306056223269137,0.8381405484421104,0.8793393286112313,0.8981245484385558,0.8823730392380544,0.976297204173582,0.8346638771128118,0.0,0.9131522953606996,0.8343113909363378,0.9077233070749328,0.8846100181386912,0.8941309322159816,0.8568866571018652,0.9067245749193906,0.8369631901840492,0.9096739155761636
50,0.8666832298136646,0.0,0.9004505842741136,0.8789808917197452,0.8668796592119277,0.8803418803418803,0.9145299145299144,0.9117802430005284,0.0,0.8412499999999999,0.9171974522292994,0.9065125771993532,0.8869009584664538,0.8019908255951718,0.0,0.8777439024390243,0.84375,0.7538089859437751,0.8168844136118673,0.9579660272060072,0.8139553651047278,0.8041293609138623,0.8164387412139152,0.8792479007992138,0.8434205175669365,0.9700393586698388,0.8159167367535746,0.9020491921349636,0.0,0.8609986504723346,0.8827517021124227,0.8126746979823579,0.8907392549007954,0.875,0.8716698209346339,0.8448729184925504,0.9109175570895938
60,0.0,0.0,0.0,0.0,0.0,0.0,0.8846153846153846,0.8811410459587956,0.9053847740870642,0.0,0.89171974522293,0.0,0.0,0.0,0.0,0.875,0.0,0.8403614457831325,0.8674101610904584,0.7924758742330049,0.8454987834549879,0.8353658536585366,0.8179616993176315,0.8208723858577083,0.8940838448478516,0.8826006114470114,0.8567073170731707,0.8602442385758143,0.8811949127477079,0.0,0.8589131501426692,0.0,0.0,0.0,0.0,0.0,0.8793634308266293
61,0.8689143244908841,0.846686013117708,0.9062685680332742,0.837533012272798,0.8372826232518988,0.8486699000587891,0.8839966617744397,0.8857086188868756,0.8568966628842584,0.8196571117561684,0.8805313442842776,0.8309698624327405,0.875864841419292,0.8864884978221375,0.7667994217740908,0.8848999436302142,0.8267969644902635,0.8689098499260198,0.9213349640858934,0.8821956750337179,0.8442904306651264,0.9008079612398832,0.8952268523443639,0.8747472966578753,0.8743709118831341,0.9038902999378152,0.8221603594946725,0.892283891335598,0.8886424552429667,0.8027536920782178,0.0,0.8476702591394931,0.794135084137531,0.8498769151038124,0.8665016571970662,0.8123470639789658,0.9103688842188477
62,0.833311790357364,0.8408305256198875,0.7926985686410959,0.815239091168362,0.8511182108626197,0.8047885163269778,0.8133903133903134,0.8689496349636425,0.879117256712107,0.811328125,0.7945301488766857,0.8777344001454057,0.8710160777795958,0.7994459062680196,1.0,0.8580251875669882,0.8182858090185675,0.7761985441767068,0.7767560164351398,0.8471796817824521,0.7938813855418507,0.8225609756097562,0.8464304057524397,0.8583940182116423,0.8304540740904528,0.8749161029137591,0.8260631644777986,0.8058540520296159,0.8000546448087432,0.0,0.8304538805720251,0.0,0.9967325092654404,0.8389979998888828,0.8727662609609667,0.7847347527968243,0.8716042960166179
63,0.7931834263699976,0.7886555101542317,0.8079635362917097,0.8147052876352242,0.7905066179826563,0.7794703305455994,0.8126867335562988,0.8411692199330869,0.8122098434312175,0.8015625,0.7974896965155489,0.8611869483393857,0.8019834930777423,0.8993720600481646,0.9781283865397888,0.8457994579945799,0.7789419934640522,0.8470706513807585,0.7447743917369721,0.8315080204056432,0.7863480126253851,0.7417998317914214,0.8608115048793015,0.8216897326746343,0.7905917366007991,0.8768291847714423,0.7476428946798973,0.9147532482498344,0.9373913043478259,0.0,0.7544590799318422,0.980052689485614,0.0,0.8473466843294631,0.8365076331243346,0.7789958979199186,0.7719809819851483
64,0.8365314151956912,0.8641396561776977,0.9444670445402692,0.8948116999567126,0.892426101590606,0.8228593024511391,0.9231589147286821,0.920547074107378,0.9484242076221432,0.8168014705882353,0.9756241769464378,0.8675281251263641,0.9684657739106792,0.9311440677966102,0.8722156706956661,0.8099674479166665,0.8645594555873926,0.8759861782153997,0.7517447721041919,0.8312552516737592,0.7872051291715351,0.8207417238443432,0.7742314182992149,0.9004002911619486,0.8643536651903693,0.8467477041253509,0.7813364344983655,0.8122450473290265,0.0,0.0,0.8861496355652804,0.8973709297357539,0.904540867693698,0.0,0.9567187925082954,0.8462931095146402,0.8831782736600945
65,0.9008501335924216,0.8557415980352041,0.9320924832832018,0.9320076065518142,0.9271535682876294,0.8760407694516221,0.9221203814745018,0.9355544241346424,0.9407240303280381,0.8980069659442724,0.9760109850519002,0.8866080658414398,0.9981439221055834,0.9207430997876858,0.902747589717888,0.8903601694915254,0.84498046875,0.8584874575591307,0.8818669971086328,0.0,0.823559244779128,0.7899015832263585,0.8180224217629244,0.9447247895178864,0.8427731217321991,0.9182792916879106,0.8099202626641652,0.8778608674895153,0.915072463768116,0.0,0.8820842560132647,0.908981926801696,0.8686441976083863,0.9086490132797208,0.0,0.9003117552420943,0.8943727561341246
66,0.9171149537850636,0.8799576734219424,0.9244267444306618,0.9372545189443354,0.9475621614113072,0.8750678525199382,0.9161043634727845,0.9324535625955234,0.9890139519290282,0.8184505208333335,0.9105088750967636,0.8805018470013037,0.9178637552381504,0.9442899434825516,0.8793236782408929,0.8934001097694841,0.9142847222222222,0.8511834950421154,0.8581774411289409,0.8906531178846918,0.8623590051634903,0.8639521822849807,0.8670845734957747,0.950343918031712,0.9020343564167016,0.8934417824845567,0.7774836718032452,0.8674778491558077,0.8880772946859903,0.0,0.8748233918596277,0.8807140672816036,0.8851482868265429,0.8935562381237473,0.9546122022028266,0.0,0.8917061999724917
67,0.8196267432321576,0.9037551673875124,0.8382838283828382,0.8321901028907399,0.8433321500414152,0.7848699763593381,0.8248662033708762,0.8274752490162879,0.8660492058461683,0.8973214285714285,0.8273009554140128,0.8439013063146642,0.8237486687965923,0.896348195329087,0.8107511990961167,0.8628432494279176,0.9079777486910996,0.8386032166945293,0.8390731328493285,0.8368956605061512,0.8494525547445255,0.8883416171346589,0.8630915452763233,0.9676693512715911,0.9352258222023004,0.8625844008774282,0.8747560975609756,0.9117229216169964,0.8220947436729396,0.9454506712124442,0.8689986215229976,0.9014597327699044,0.8950848414608779,0.7926829268292683,0.920486052748725,0.8726757904672015,0.0
